,lead_number,lead_origin,lead_source,do_not_email,converted,totalvisits,ttime_on_site,pg_view_pv,last_activity,country,specialization,curr_occupation,reason_behind_course,tags,city,avail_free_copy
179,658627,Lead Add Form,Welingak Website,0,1,3.2206964736899923,458.0,2.2589443040755794,Email Opened,India,,Unemployed,Better Career Prospects,,Mumbai,0
180,658623,Lead Add Form,Welingak Website,0,1,3.2206964736899923,1060.0,2.2589443040755794,Email Opened,India,,Unemployed,Better Career Prospects,,Mumbai,0
181,658620,API,Olark Chat,0,0,0.0,0.0,0.0,Email Opened,India,,Unemployed,Better Career Prospects,Interested in other courses,Mumbai,0
182,658618,API,Referral Sites,0,0,4.0,904.0,4.0,Olark Chat Conversation,India,,Unemployed,Better Career Prospects,Already a student,Mumbai,0
183,658612,API,Google,0,0,1.0,164.0,1.0,Converted to Lead,India,,Unemployed,Better Career Prospects,Interested in other courses,Mumbai,0
184,658606,API,Google,0,0,2.0,1793.0,2.0,Converted to Lead,India,,Unemployed,Better Career Prospects,in touch with EINS,Mumbai,0
185,658597,API,Organic Search,0,0,5.0,1841.0,5.0,Olark Chat Conversation,India,,Unemployed,Better Career Prospects,Interested in other courses,Mumbai,0
186,658571,API,Organic Search,0,1,8.0,877.0,2.67,Email Link Clicked,India,"Banking, Investment And Insurance",Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,0
187,658561,Lead Add Form,Reference,0,1,0.0,0.0,0.0,Unreachable,India,Retail Management,Unemployed,Better Career Prospects,Closed by Horizzon,Mumbai,0
188,658546,Landing Page Submission,Organic Search,0,1,11.0,1411.0,6.0,Email Opened,India,Finance Management,Unemployed,Better Career Prospects,Will revert after reading the email,Other Cities,1
189,658531,API,Organic Search,0,1,6.0,385.0,6.0,Converted to Lead,India,,Unemployed,Better Career Prospects,Will revert after reading the email,Thane & Outskirts,0
190,658527,API,Olark Chat,0,0,0.0,0.0,0.0,Olark Chat Conversation,India,,Unemployed,Better Career Prospects,,Mumbai,0
191,658481,API,Google,0,0,11.0,68.0,1.71,Page Visited on Website,India,Media and Advertising,Unemployed,Better Career Prospects,,Mumbai,0
192,658470,API,Olark Chat,0,0,0.0,0.0,0.0,Olark Chat Conversation,India,,Unemployed,Better Career Prospects,,Mumbai,0
193,658458,Landing Page Submission,Google,0,0,3.0,192.0,3.0,Email Opened,India,International Business,Unemployed,Better Career Prospects,,Thane & Outskirts,0
194,658448,Landing Page Submission,Google,0,0,5.0,309.0,5.0,Olark Chat Conversation,India,Finance Management,Unemployed,Better Career Prospects,,Mumbai,0
195,658432,Lead Add Form,Reference,0,1,3.2206964736899923,785.0,2.2589443040755794,Approached upfront,India,,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,0
196,658430,API,Organic Search,0,0,4.0,342.0,4.0,Email Opened,India,,Unemployed,Better Career Prospects,switched off,Mumbai,0
197,658421,API,Google,0,0,2.0,78.0,1.0,Email Opened,India,,Unemployed,Better Career Prospects,Ringing,Mumbai,0
198,658407,API,Olark Chat,0,0,0.0,0.0,0.0,Olark Chat Conversation,India,,Unemployed,Better Career Prospects,,Mumbai,0
199,658405,API,Olark Chat,0,0,0.0,0.0,0.0,Olark Chat Conversation,India,,Unemployed,Better Career Prospects,,Mumbai,0
200,658398,API,Organic Search,0,1,5.0,1234.0,1.67,Email Opened,India,International Business,Student,Better Career Prospects,Will revert after reading the email,Thane & Outskirts,0
201,658353,API,Organic Search,0,0,8.0,14.0,6.0,Olark Chat Conversation,India,,Unemployed,Better Career Prospects,switched off,Mumbai,0
202,658323,API,Olark Chat,0,0,0.0,0.0,0.0,Olark Chat Conversation,India,,Unemployed,Better Career Prospects,Interested in other courses,Mumbai,0
203,658322,API,Referral Sites,0,0,4.0,77.0,4.0,Unreachable,India,,Unemployed,Better Career Prospects,wrong number given,Mumbai,0
204,658321,API,Referral Sites,0,1,3.0,1299.0,3.0,Olark Chat Conversation,India,,Unemployed,Better Career Prospects,,Mumbai,0
205,658309,Lead Add Form,Reference,0,1,0.0,0.0,0.0,Email Opened,India,Finance Management,Unemployed,Better Career Prospects,Will revert after reading the email,Other Cities of Maharashtra,0
206,658299,API,Referral Sites,0,0,2.0,457.0,2.0,Email Opened,India,,Unemployed,Better Career Prospects,Interested in other courses,Mumbai,0
207,658288,API,Organic Search,0,0,5.0,358.0,5.0,Page Visited on Website,United Arab Emirates,,Unemployed,Better Career Prospects,Busy,Mumbai,0
208,658281,Landing Page Submission,Direct Traffic,0,0,3.0,481.0,3.0,Email Link Clicked,India,"Banking, Investment And Insurance",Unemployed,Better Career Prospects,,Other Cities,1
209,658278,API,Direct Traffic,0,0,2.0,205.0,2.0,Olark Chat Conversation,India,,Unemployed,Better Career Prospects,Interested  in full time MBA,Mumbai,0
210,658277,Landing Page Submission,Direct Traffic,0,1,1.0,1106.0,1.0,Converted to Lead,India,Finance Management,Unemployed,Better Career Prospects,Will revert after reading the email,Other Cities,1
211,658264,Landing Page Submission,Direct Traffic,0,1,9.0,1953.0,1.8,Email Opened,India,Supply Chain Management,Unemployed,Better Career Prospects,Will revert after reading the email,Thane & Outskirts,0
212,658258,Lead Add Form,Reference,0,1,3.2206964736899923,1070.0,2.2589443040755794,Email Opened,India,Marketing Management,Unemployed,Better Career Prospects,Will revert after reading the email,Other Cities,0
213,658243,Lead Add Form,Reference,0,1,0.0,0.0,0.0,Email Opened,India,,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,0
214,658234,Landing Page Submission,Google,0,0,5.0,207.0,2.5,Form Submitted on Website,India,Finance Management,Unemployed,Better Career Prospects,,Mumbai,0
215,658231,Landing Page Submission,Direct Traffic,0,1,2.0,1587.0,2.0,Email Opened,India,E-COMMERCE,Unemployed,Better Career Prospects,Will revert after reading the email,Other Cities,0
216,658222,Landing Page Submission,Direct Traffic,0,1,2.0,1509.0,2.0,Email Opened,India,E-Business,Unemployed,Better Career Prospects,Lost to EINS,Mumbai,1
217,658220,API,Organic Search,0,0,4.0,331.0,4.0,Unreachable,India,,Unemployed,Better Career Prospects,switched off,Mumbai,0
218,658206,Landing Page Submission,Direct Traffic,0,0,4.0,187.0,4.0,Email Link Clicked,India,Human Resource Management,Unemployed,Better Career Prospects,Ringing,Mumbai,1
219,658203,API,Organic Search,0,1,3.0,1407.0,1.5,Converted to Lead,India,Human Resource Management,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,0
220,658193,Lead Add Form,Reference,0,1,0.0,0.0,0.0,Email Opened,India,Finance Management,Working Professional,Better Career Prospects,Closed by Horizzon,Mumbai,0
221,658188,Landing Page Submission,Google,0,0,1.0,123.0,1.0,Converted to Lead,India,,Unemployed,Better Career Prospects,Interested  in full time MBA,Other Cities,0
222,658178,API,Organic Search,0,0,1.0,100.0,1.0,Converted to Lead,India,,Unemployed,Better Career Prospects,Interested in other courses,Mumbai,0
223,658142,Landing Page Submission,Direct Traffic,0,1,9.0,1164.0,4.5,Email Opened,India,Healthcare Management,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,1
224,658107,API,Olark Chat,0,0,0.0,0.0,0.0,Email Opened,India,,Unemployed,Better Career Prospects,,Mumbai,0
225,658089,Landing Page Submission,Direct Traffic,0,1,1.0,1362.0,1.0,Unreachable,India,Rural and Agribusiness,Unemployed,Better Career Prospects,Will revert after reading the email,Other Cities of Maharashtra,0
226,658081,API,Direct Traffic,0,0,7.0,1051.0,3.5,Olark Chat Conversation,India,,Unemployed,Better Career Prospects,,Mumbai,0
227,658071,Landing Page Submission,Google,0,0,2.0,1816.0,2.0,Converted to Lead,India,,Unemployed,Better Career Prospects,Interested in other courses,Thane & Outskirts,0
228,658070,Landing Page Submission,Direct Traffic,0,0,7.0,74.0,2.33,Unreachable,India,Finance Management,Unemployed,Better Career Prospects,Ringing,Mumbai,0
229,658063,API,Organic Search,0,0,11.0,54.0,6.0,Email Opened,India,,Unemployed,Better Career Prospects,Ringing,Mumbai,0
230,658048,Landing Page Submission,Direct Traffic,0,1,3.0,1183.0,3.0,Email Opened,India,Finance Management,Unemployed,Better Career Prospects,Lost to EINS,Thane & Outskirts,1
231,658029,Landing Page Submission,Direct Traffic,0,0,3.0,66.0,3.0,Email Opened,India,IT Projects Management,Unemployed,Better Career Prospects,switched off,Thane & Outskirts,1
232,658023,API,Olark Chat,0,0,3.0,1122.0,1.5,Email Opened,India,,Unemployed,Better Career Prospects,,Mumbai,0
233,658017,Landing Page Submission,Organic Search,0,0,6.0,135.0,6.0,Email Opened,India,Supply Chain Management,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,1
234,658011,Landing Page Submission,Direct Traffic,0,0,9.0,307.0,1.8,Olark Chat Conversation,India,E-Business,Unemployed,Better Career Prospects,,Mumbai,1
235,657995,Landing Page Submission,Organic Search,0,0,11.0,28.0,6.0,Email Opened,India,International Business,Unemployed,Better Career Prospects,Interested in other courses,Other Cities,1
236,657990,API,Olark Chat,0,0,0.0,0.0,0.0,Email Opened,India,,Unemployed,Better Career Prospects,Ringing,Mumbai,0
237,657971,Landing Page Submission,google,0,0,5.0,306.0,5.0,Page Visited on Website,India,,Unemployed,Better Career Prospects,,Other Cities,0
238,657968,Landing Page Submission,Direct Traffic,0,1,7.0,116.0,6.0,Email Opened,India,Human Resource Management,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,1
239,657951,Landing Page Submission,Direct Traffic,0,0,2.0,1054.0,2.0,Email Opened,India,Human Resource Management,Unemployed,Better Career Prospects,Ringing,Mumbai,1
240,657941,API,Organic Search,0,1,3.0,195.0,3.0,Converted to Lead,India,Operations Management,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,0
241,657920,API,Olark Chat,0,0,0.0,0.0,0.0,Olark Chat Conversation,India,,Unemployed,Better Career Prospects,,Mumbai,0
242,657905,Landing Page Submission,Google,0,1,3.0,732.0,3.0,Email Opened,India,Operations Management,Working Professional,Better Career Prospects,Will revert after reading the email,Thane & Outskirts,0
243,657902,API,Olark Chat,0,0,7.0,1130.0,2.33,Page Visited on Website,United States,Human Resource Management,Unemployed,Better Career Prospects,Ringing,Mumbai,1
244,657899,API,Organic Search,0,0,11.0,594.0,4.33,Had a Phone Conversation,India,,Unemployed,Better Career Prospects,Ringing,Mumbai,0
245,657887,API,Organic Search,0,0,5.0,1117.0,5.0,Email Opened,India,,Unemployed,Better Career Prospects,,Mumbai,0
246,657882,API,Referral Sites,0,0,11.0,354.0,6.0,Unreachable,India,,Unemployed,Better Career Prospects,Ringing,Mumbai,0
247,657879,API,Google,0,0,3.0,217.0,3.0,Unreachable,India,,Unemployed,Better Career Prospects,Ringing,Mumbai,0
248,657828,API,Olark Chat,0,0,0.0,0.0,0.0,Olark Chat Conversation,India,,Unemployed,Better Career Prospects,Interested in other courses,Mumbai,0
249,657823,API,Direct Traffic,0,1,5.0,1837.0,2.5,Email Opened,India,Finance Management,Unemployed,Better Career Prospects,Will revert after reading the email,Thane & Outskirts,0
250,657821,Landing Page Submission,Google,0,0,1.0,302.0,1.0,Converted to Lead,India,Human Resource Management,Unemployed,Better Career Prospects,Interested in other courses,Thane & Outskirts,0
251,657803,Landing Page Submission,Google,0,0,6.0,32.0,6.0,Page Visited on Website,India,Human Resource Management,Unemployed,Better Career Prospects,,Mumbai,0
252,657777,Landing Page Submission,Direct Traffic,0,0,1.0,1226.0,1.0,Converted to Lead,India,Human Resource Management,Unemployed,Better Career Prospects,switched off,Tier II Cities,1
253,657754,Landing Page Submission,Google,0,0,4.0,144.0,4.0,Email Opened,India,Operations Management,Unemployed,Better Career Prospects,,Other Cities of Maharashtra,0
254,657741,API,Organic Search,0,1,2.0,631.0,1.0,Olark Chat Conversation,India,,Unemployed,Better Career Prospects,,Mumbai,0
255,657731,Landing Page Submission,Direct Traffic,0,1,1.0,891.0,1.0,Converted to Lead,India,Operations Management,Student,Better Career Prospects,Lost to EINS,Other Cities of Maharashtra,1
256,657717,API,Olark Chat,0,0,0.0,0.0,0.0,Olark Chat Conversation,India,,Unemployed,Better Career Prospects,Interested in other courses,Mumbai,0
257,657703,API,Google,0,0,3.0,235.0,3.0,Email Opened,India,,Unemployed,Better Career Prospects,,Mumbai,0
258,657697,Landing Page Submission,Google,0,0,2.0,453.0,2.0,Email Link Clicked,India,Services Excellence,Unemployed,Better Career Prospects,,Mumbai,0
259,657691,API,Referral Sites,0,0,3.0,60.0,1.5,Page Visited on Website,India,,Unemployed,Better Career Prospects,Interested in other courses,Mumbai,0
260,657686,Lead Add Form,Welingak Website,0,1,0.0,0.0,0.0,Email Opened,India,,Unemployed,Better Career Prospects,Closed by Horizzon,Mumbai,0
261,657676,API,Organic Search,0,0,9.0,96.0,4.5,Page Visited on Website,India,,Unemployed,Better Career Prospects,Interested in other courses,Mumbai,0
262,657660,Lead Add Form,Welingak Website,0,1,0.0,0.0,0.0,Email Opened,India,,Unemployed,Better Career Prospects,,Mumbai,0
263,657655,API,Olark Chat,0,0,0.0,0.0,0.0,Olark Chat Conversation,India,,Unemployed,Better Career Prospects,,Mumbai,0
264,657644,API,Referral Sites,0,1,11.0,825.0,6.0,Olark Chat Conversation,India,Finance Management,Working Professional,Better Career Prospects,Will revert after reading the email,Thane & Outskirts,0
265,657643,API,Olark Chat,0,0,0.0,0.0,0.0,Olark Chat Conversation,India,,Unemployed,Better Career Prospects,,Mumbai,0
266,657620,API,Direct Traffic,0,0,11.0,10.0,5.5,Page Visited on Website,India,,Unemployed,Better Career Prospects,,Mumbai,0
267,657611,Lead Add Form,Reference,0,1,3.2206964736899923,1704.0,2.2589443040755794,Email Opened,India,,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,0
268,657609,API,Organic Search,0,1,3.0,1154.0,1.0,Olark Chat Conversation,India,,Unemployed,Better Career Prospects,,Mumbai,0
269,657590,Lead Add Form,Reference,0,1,3.2206964736899923,1262.0,2.2589443040755794,Email Opened,India,Operations Management,Unemployed,Better Career Prospects,Will revert after reading the email,Other Cities of Maharashtra,0
270,657586,Lead Add Form,Reference,0,1,0.0,0.0,0.0,Email Opened,India,"Banking, Investment And Insurance",Working Professional,Better Career Prospects,Will revert after reading the email,Mumbai,0
271,657572,Landing Page Submission,Referral Sites,0,1,6.0,104.0,3.0,Email Opened,India,Human Resource Management,Unemployed,Better Career Prospects,,Other Metro Cities,1
272,657510,API,Google,0,0,3.0,331.0,3.0,Email Opened,India,,Unemployed,Better Career Prospects,,Mumbai,0
273,657502,Landing Page Submission,Google,0,0,5.0,294.0,2.5,Email Opened,India,Healthcare Management,Unemployed,Better Career Prospects,switched off,Mumbai,0
274,657500,API,Organic Search,0,0,5.0,345.0,5.0,Email Opened,Australia,,Unemployed,Better Career Prospects,,Mumbai,0
275,657480,API,Google,0,0,2.0,172.0,2.0,Olark Chat Conversation,India,,Unemployed,Better Career Prospects,,Mumbai,0
276,657477,Landing Page Submission,Google,0,1,4.0,228.0,4.0,Email Opened,India,"Banking, Investment And Insurance",Unemployed,Better Career Prospects,Will revert after reading the email,Thane & Outskirts,0
277,657470,Landing Page Submission,Organic Search,0,0,5.0,26.0,5.0,Email Opened,India,Hospitality Management,Unemployed,Better Career Prospects,,Thane & Outskirts,1
278,657452,API,Olark Chat,0,0,0.0,0.0,0.0,Olark Chat Conversation,India,,Unemployed,Better Career Prospects,,Mumbai,0
279,657436,API,Referral Sites,0,0,4.0,436.0,4.0,Email Link Clicked,India,,Unemployed,Better Career Prospects,,Mumbai,0
280,657426,Landing Page Submission,google,0,0,5.0,1008.0,5.0,Page Visited on Website,India,,Unemployed,Better Career Prospects,,Mumbai,0
281,657423,Landing Page Submission,Referral Sites,0,0,11.0,71.0,3.4,Unreachable,India,,Unemployed,Better Career Prospects,Ringing,Other Cities of Maharashtra,0
282,657421,Landing Page Submission,Google,0,0,8.0,43.0,6.0,Olark Chat Conversation,India,Human Resource Management,Unemployed,Better Career Prospects,Interested  in full time MBA,Mumbai,0
283,657390,Landing Page Submission,Google,0,0,4.0,294.0,4.0,Email Opened,India,E-Business,Unemployed,Better Career Prospects,Interested in other courses,Mumbai,0
284,657388,API,Organic Search,0,0,2.0,1528.0,1.0,Olark Chat Conversation,India,,Unemployed,Better Career Prospects,,Mumbai,0
285,657386,API,Olark Chat,0,0,0.0,0.0,0.0,Olark Chat Conversation,India,,Unemployed,Better Career Prospects,,Mumbai,0
286,657385,API,Olark Chat,0,0,0.0,0.0,0.0,Email Opened,India,,Unemployed,Better Career Prospects,,Mumbai,0
287,657381,API,Referral Sites,0,0,1.0,213.0,1.0,Converted to Lead,India,,Unemployed,Better Career Prospects,Interested in other courses,Mumbai,0
288,657379,Landing Page Submission,Organic Search,0,1,4.0,31.0,1.33,Email Opened,India,Operations Management,Working Professional,Better Career Prospects,Will revert after reading the email,Other Cities,1
